mes,producto,codCliente,nombreCliente,categoria,departamento,montoVenta
2023-08-28,Cocina,5662,Ulises del Dios Henriquez,Otros,La Paz,400
2023-07-01,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,100
2022-08-26,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,1150
2022-06-07,Plancha,3312,Rene Quinteros Zamora,Otros,La Libertad,35
2023-08-01,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,500
2022-10-03,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2023-12-26,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Salvador,400
2023-04-27,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,159
2023-07-18,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,159
2023-05-19,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,390
2023-03-19,Ventilador,3312,Rene Quinteros Zamora,Otros,San Salvador,75
2022-08-22,Plancha,2422,Rosa Maria Guevara Elias,Otros,La Libertad,35
2024-03-03,Cafetera,5662,Ulises del Dios Henriquez,Otros,Usulutan,85
2023-10-28,Celular,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,390
2023-07-17,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2022-08-09,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2023-09-15,Radio,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,150
2023-10-31,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,390
2023-02-06,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,400
2022-04-18,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,500
2023-12-10,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,159
2023-11-30,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2024-03-17,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2022-06-26,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2022-05-24,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,35
2023-01-22,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,950
2023-05-31,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,75
2022-03-27,Ventilador,3312,Rene Quinteros Zamora,Otros,San Miguel,75
2023-12-18,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,San Salvador,150
2024-04-04,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,390
2023-03-11,Celular,5662,Ulises del Dios Henriquez,Portatil,La Libertad,390
2022-04-19,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2023-04-20,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,950
2022-12-28,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Santa Ana,159
2023-09-23,Computadora,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,1150
2022-01-29,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,500
2023-01-18,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2023-02-08,Celular,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,390
2022-04-23,Cocina,4976,Yazmin Veronica Ramirez,Otros,Usulutan,400
2023-10-21,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2024-01-06,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2023-10-16,Radio,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,150
2023-10-02,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,150
2022-04-16,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,950
2022-09-20,DVD,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,150
2023-10-15,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Cojutepeque,1150
2022-12-21,Ventilador,2422,Rosa Maria Guevara Elias,Otros,San Salvador,75
2023-10-06,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,159
2023-04-11,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,159
2022-04-22,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,1150
2023-03-14,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,35
2024-03-09,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2022-06-23,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,500
2023-09-15,Cocina,4976,Yazmin Veronica Ramirez,Otros,La Libertad,400
2022-12-02,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,1150
2024-02-24,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2022-10-13,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Salvador,85
2023-03-07,Radio,3312,Rene Quinteros Zamora,Portatil,La Paz,150
2023-06-06,Cafetera,3312,Rene Quinteros Zamora,Otros,La Paz,85
2022-02-08,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,85
2022-06-14,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,La Paz,950
2022-09-19,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,35
2023-04-22,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Cojutepeque,500
2023-04-16,Cafetera,5662,Ulises del Dios Henriquez,Otros,Santa Ana,85
2024-03-28,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,100
2022-04-04,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,950
2024-01-03,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Santa Ana,85
2023-04-15,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,159
2023-07-11,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,150
2022-04-19,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,75
2024-03-25,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,75
2022-06-24,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Salvador,159
2023-10-27,Plancha,3312,Rene Quinteros Zamora,Otros,Usulutan,35
2022-02-02,DVD,3312,Rene Quinteros Zamora,Entretenimiento,San Miguel,150
2022-06-27,Radio,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,150
2022-09-06,Radio,5662,Ulises del Dios Henriquez,Portatil,San Miguel,150
2023-05-19,Plancha,4976,Yazmin Veronica Ramirez,Otros,Usulutan,35
2023-03-11,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,150
2023-06-21,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2023-10-30,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,150
2023-01-25,Celular,5662,Ulises del Dios Henriquez,Portatil,San Miguel,390
2022-08-05,Radio,2422,Rosa Maria Guevara Elias,Portatil,Cojutepeque,150
2022-02-08,Bocina,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,159
2023-05-23,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,500
2023-03-20,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2022-06-15,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,75
2022-12-13,Cocina,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,400
2024-01-22,Consola,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,950
2022-04-15,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,159
2023-08-08,Ventilador,3312,Rene Quinteros Zamora,Otros,La Paz,75
2023-03-07,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,150
2023-10-17,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2024-02-07,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,San Salvador,950
2024-02-07,Ventilador,2422,Rosa Maria Guevara Elias,Otros,San Miguel,75
2022-01-07,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,150
2023-09-21,Asistente inteligente,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,100
2023-12-14,Plancha,3312,Rene Quinteros Zamora,Otros,San Salvador,35
2024-03-18,Celular,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,390
2023-12-13,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,150
2023-07-20,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,159
2022-03-19,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,35
2024-01-19,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Salvador,390
2022-01-28,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2022-12-17,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,950
2023-11-23,Computadora,2422,Rosa Maria Guevara Elias,Portatil,San Salvador,1150
2023-06-04,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,150
2024-01-06,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,500
2022-11-16,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,100
2023-11-24,Cocina,5662,Ulises del Dios Henriquez,Otros,San Miguel,400
2024-02-21,Plancha,3312,Rene Quinteros Zamora,Otros,La Paz,35
2024-01-19,Plancha,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,35
2023-03-01,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Usulutan,75
2023-12-14,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,500
2022-12-30,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,500
2023-02-08,Plancha,2422,Rosa Maria Guevara Elias,Otros,Cojutepeque,35
2024-03-21,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,500
2022-02-08,Consola,3312,Rene Quinteros Zamora,Entretenimiento,Santa Ana,950
2023-02-11,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,La Paz,500
2022-08-17,Ventilador,4976,Yazmin Veronica Ramirez,Otros,La Paz,75
2022-04-23,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,159
2023-04-24,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,85
2022-11-19,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,950
2023-04-11,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Chalatenango,159
2023-05-05,Celular,5662,Ulises del Dios Henriquez,Portatil,Santa Ana,390
2023-10-10,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Chalatenango,500
2022-04-15,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,159
2022-04-06,Computadora,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,1150
2022-02-20,Computadora,5662,Ulises del Dios Henriquez,Portatil,La Libertad,1150
2023-01-18,Plancha,4976,Yazmin Veronica Ramirez,Otros,Usulutan,35
2023-09-26,Radio,5662,Ulises del Dios Henriquez,Portatil,Usulutan,150
2022-11-08,Ventilador,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,75
2022-08-17,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Usulutan,85
2022-03-29,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Paz,390
2022-07-02,Radio,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,150
2023-03-06,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2023-01-17,Cocina,2422,Rosa Maria Guevara Elias,Otros,San Miguel,400
2022-03-10,Computadora,4976,Yazmin Veronica Ramirez,Portatil,San Miguel,1150
2022-05-13,Plancha,3312,Rene Quinteros Zamora,Otros,San Miguel,35
2023-01-03,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Miguel,400
2022-03-08,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,950
2022-08-26,Televisor,2422,Rosa Maria Guevara Elias,Entretenimiento,Cojutepeque,500
2023-04-08,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Salvador,100
2022-05-18,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Miguel,400
2022-09-14,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,159
2022-09-11,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,150
2023-11-28,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,85
2023-10-29,Ventilador,4976,Yazmin Veronica Ramirez,Otros,Chalatenango,75
2023-07-23,Ventilador,2422,Rosa Maria Guevara Elias,Otros,Usulutan,75
2023-10-11,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,100
2023-07-14,Cafetera,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,85
2022-07-30,Cocina,2422,Rosa Maria Guevara Elias,Otros,San Miguel,400
2022-10-16,Radio,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,150
2022-04-17,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,35
2022-01-07,Plancha,4976,Yazmin Veronica Ramirez,Otros,San Miguel,35
2022-09-07,Celular,3312,Rene Quinteros Zamora,Portatil,Santa Ana,390
2023-11-08,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Cojutepeque,35
2023-08-27,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,100
2023-09-08,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,950
2023-03-27,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,35
2023-08-25,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,390
2022-04-05,Computadora,2422,Rosa Maria Guevara Elias,Portatil,La Paz,1150
2023-04-15,Cafetera,4976,Yazmin Veronica Ramirez,Otros,La Paz,85
2022-04-07,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,San Miguel,159
2024-01-09,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,150
2022-08-06,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,159
2022-11-16,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,159
2023-02-11,Ventilador,2422,Rosa Maria Guevara Elias,Otros,La Libertad,75
2022-05-01,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,85
2022-08-26,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,500
2023-05-15,Cocina,3312,Rene Quinteros Zamora,Otros,Cojutepeque,400
2023-02-15,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,159
2023-08-09,DVD,3312,Rene Quinteros Zamora,Entretenimiento,Cojutepeque,150
2023-10-19,Cafetera,2422,Rosa Maria Guevara Elias,Otros,Chalatenango,85
2022-03-06,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,159
2022-02-03,Bocina,5662,Ulises del Dios Henriquez,Entretenimiento,Santa Ana,159
2022-05-18,Cocina,4976,Yazmin Veronica Ramirez,Otros,San Miguel,400
2023-10-11,Plancha,2422,Rosa Maria Guevara Elias,Otros,La Paz,35
2022-08-16,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,1150
2023-08-15,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,1150
2022-03-21,Radio,5662,Ulises del Dios Henriquez,Portatil,La Libertad,150
2023-08-24,Bocina,3312,Rene Quinteros Zamora,Entretenimiento,Usulutan,159
2023-03-23,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,950
2022-12-22,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,85
2022-06-10,Celular,4976,Yazmin Veronica Ramirez,Portatil,San Salvador,390
2023-05-27,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2024-03-09,Asistente inteligente,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,100
2022-07-31,Cafetera,3312,Rene Quinteros Zamora,Otros,La Paz,85
2023-06-21,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,85
2023-10-07,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,35
2023-09-05,Radio,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,150
2022-12-07,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2023-05-10,Plancha,4976,Yazmin Veronica Ramirez,Otros,San Miguel,35
2022-11-15,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,150
2023-03-26,Celular,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,390
2023-09-02,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Miguel,85
2022-07-20,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,La Libertad,500
2023-08-11,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,150
2023-07-22,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2022-06-06,Ventilador,5662,Ulises del Dios Henriquez,Otros,Santa Ana,75
2022-06-27,Radio,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,150
2023-12-03,Computadora,4976,Yazmin Veronica Ramirez,Portatil,La Paz,1150
2022-08-24,Televisor,5662,Ulises del Dios Henriquez,Entretenimiento,Cojutepeque,500
2023-06-27,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,950
2022-12-24,Celular,3312,Rene Quinteros Zamora,Portatil,La Libertad,390
2023-12-22,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,35
2022-12-16,Plancha,2422,Rosa Maria Guevara Elias,Otros,San Miguel,35
2022-04-27,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,150
2022-11-02,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,La Libertad,390
2024-04-10,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Cojutepeque,950
2024-01-22,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,85
2024-02-12,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Santa Ana,75
2022-03-05,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,85
2023-02-13,Cocina,2422,Rosa Maria Guevara Elias,Otros,La Libertad,400
2023-03-31,Celular,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,390
2022-01-07,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,400
2023-05-18,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,La Libertad,75
2023-03-10,Bocina,4976,Yazmin Veronica Ramirez,Entretenimiento,La Paz,159
2022-07-19,Celular,4976,Yazmin Veronica Ramirez,Portatil,Cojutepeque,390
2023-04-16,Plancha,3312,Rene Quinteros Zamora,Otros,San Salvador,35
2023-08-26,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,La Paz,85
2023-02-03,DVD,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,150
2022-04-03,Celular,5662,Ulises del Dios Henriquez,Portatil,San Miguel,390
2022-05-11,Celular,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,390
2024-01-31,Celular,4976,Yazmin Veronica Ramirez,Portatil,Chalatenango,390
2023-07-25,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2023-09-03,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Usulutan,500
2022-07-21,Radio,3312,Rene Quinteros Zamora,Portatil,Usulutan,150
2023-10-09,Televisor,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Paz,500
2024-02-08,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,150
2023-10-28,Plancha,3312,Rene Quinteros Zamora,Otros,Cojutepeque,35
2022-08-17,Cocina,5662,Ulises del Dios Henriquez,Otros,San Miguel,400
2023-12-19,Radio,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,150
2022-11-09,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Miguel,85
2023-09-22,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Usulutan,1150
2023-08-26,Celular,3312,Rene Quinteros Zamora,Portatil,Chalatenango,390
2023-06-15,Televisor,4976,Yazmin Veronica Ramirez,Entretenimiento,Santa Ana,500
2024-04-06,Cocina,5662,Ulises del Dios Henriquez,Otros,Cojutepeque,400
2023-07-11,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2024-04-03,Asistente inteligente,3312,Rene Quinteros Zamora,Entretenimiento,San Salvador,100
2023-11-06,Celular,2422,Rosa Maria Guevara Elias,Portatil,Santa Ana,390
2022-12-19,Cocina,2422,Rosa Maria Guevara Elias,Otros,Cojutepeque,400
2022-01-01,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,150
2022-08-17,Cocina,5662,Ulises del Dios Henriquez,Otros,San Miguel,400
2023-01-15,Cafetera,4976,Yazmin Veronica Ramirez,Otros,San Salvador,85
2024-03-11,Cafetera,5662,Ulises del Dios Henriquez,Otros,Usulutan,85
2023-11-13,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,Santa Ana,390
2023-06-15,Consola,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Santa Ana,950
2023-06-28,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,San Miguel,159
2024-02-24,Ventilador,2422,Rosa Maria Guevara Elias,Otros,La Libertad,75
2023-12-29,DVD,2422,Rosa Maria Guevara Elias,Entretenimiento,Chalatenango,150
2022-02-16,Plancha,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,35
2023-05-29,Computadora,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,1150
2024-03-03,Radio,1804,Carlos Antonio Gomez Chavarria,Portatil,Chalatenango,150
2024-01-07,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,35
2023-09-24,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,950
2023-05-13,Computadora,5662,Ulises del Dios Henriquez,Portatil,Cojutepeque,1150
2024-02-17,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,159
2023-09-02,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,150
2024-02-18,DVD,4976,Yazmin Veronica Ramirez,Entretenimiento,Chalatenango,150
2022-06-24,Ventilador,1804,Carlos Antonio Gomez Chavarria,Otros,Usulutan,75
2022-12-28,Celular,2422,Rosa Maria Guevara Elias,Portatil,Chalatenango,390
2022-12-14,Celular,1804,Carlos Antonio Gomez Chavarria,Portatil,San Miguel,390
2023-12-14,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,La Libertad,950
2022-04-30,Cafetera,5662,Ulises del Dios Henriquez,Otros,San Miguel,85
2022-12-25,Bocina,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,159
2022-09-18,Radio,5662,Ulises del Dios Henriquez,Portatil,La Libertad,150
2023-03-17,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,San Miguel,950
2022-01-17,Asistente inteligente,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,Usulutan,100
2023-05-31,Plancha,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,35
2023-07-12,Celular,2422,Rosa Maria Guevara Elias,Portatil,Cojutepeque,390
2023-10-28,Computadora,1804,Carlos Antonio Gomez Chavarria,Portatil,Usulutan,1150
2024-01-31,DVD,1804,Carlos Antonio Gomez Chavarria,Entretenimiento,La Libertad,150
2022-01-14,Cocina,1804,Carlos Antonio Gomez Chavarria,Otros,San Salvador,400
2022-05-18,Cocina,4976,Yazmin Veronica Ramirez,Otros,Cojutepeque,400
2022-06-25,Asistente inteligente,4976,Yazmin Veronica Ramirez,Entretenimiento,San Salvador,100
2023-05-09,Cafetera,5662,Ulises del Dios Henriquez,Otros,La Paz,85
2024-03-23,Consola,4976,Yazmin Veronica Ramirez,Entretenimiento,San Miguel,950
2022-04-09,Cafetera,1804,Carlos Antonio Gomez Chavarria,Otros,San Miguel,85
2022-06-25,Celular,4976,Yazmin Veronica Ramirez,Portatil,Santa Ana,390
2023-03-27,Plancha,4976,Yazmin Veronica Ramirez,Otros,Santa Ana,35
2022-09-04,Celular,4976,Yazmin Veronica Ramirez,Portatil,La Libertad,390
2023-10-17,Televisor,3312,Rene Quinteros Zamora,Entretenimiento,Chalatenango,500
2024-01-21,Plancha,1804,Carlos Antonio Gomez Chavarria,Otros,Chalatenango,35
2024-04-01,Consola,2422,Rosa Maria Guevara Elias,Entretenimiento,La Libertad,950
